flight_number,aircraft_registration,origin,destination,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,gate,delay_minutes,passengers_booked
TU4346,TS-IME,Djerba,Istanbul,2026-07-23 20:08:00,2026-07-24 01:04:00,,,scheduled,A7,0,164
TU4347,TS-IOD,Enfidha,Geneva,2026-07-23 20:43:00,2026-07-23 22:54:00,,,scheduled,A22,0,93
TU4348,TS-IOB,Tunis,Amsterdam,2026-07-23 22:57:00,2026-07-24 01:15:00,,,scheduled,D7,0,171
TU4349,TS-IOC,Sfax,Rome,2026-07-24 06:15:00,2026-07-24 07:27:00,,,scheduled,B8,0,95
TU4350,TS-IOA,Tunis,Amsterdam,2026-07-24 06:19:00,2026-07-24 09:29:00,,,scheduled,B8,0,155
TU4351,TS-IOA,Djerba,London,2026-07-24 11:14:00,2026-07-24 14:15:00,,,scheduled,C10,0,112
TU4352,TS-IMD,Tunis,Munich,2026-07-24 11:51:00,2026-07-24 14:09:00,,,scheduled,C20,0,118
TU4353,TS-IMB,Sfax,Nice,2026-07-24 12:06:00,2026-07-24 13:33:00,,,scheduled,A16,0,145
TU4354,TS-IOE,Monastir,London,2026-07-24 12:46:00,2026-07-24 15:03:00,,,scheduled,B15,0,109
TU4355,TS-IMB,Tunis,Doha,2026-07-24 13:06:00,2026-07-24 16:58:00,,,scheduled,B24,0,72
TU4356,TS-IMF,Enfidha,Casablanca,2026-07-24 13:10:00,2026-07-24 16:00:00,,,scheduled,A16,0,102
TU4357,TS-IOE,Tunis,Algiers,2026-07-24 15:01:00,2026-07-24 16:46:00,,,scheduled,D8,0,29
TU4358,TS-IOA,Djerba,Rome,2026-07-24 15:57:00,2026-07-24 16:58:00,,,scheduled,B21,0,57
TU4359,TS-IMC,Monastir,Geneva,2026-07-24 16:59:00,2026-07-24 18:08:00,,,scheduled,D6,0,63
TU4360,TS-IOC,Tunis,Abu Dhabi,2026-07-24 17:14:00,2026-07-24 20:41:00,,,scheduled,B23,0,97
TU4361,TS-IOA,Djerba,Dubai,2026-07-24 18:13:00,2026-07-24 23:13:00,,,scheduled,B16,0,19
TU4362,TS-IMB,Monastir,Cairo,2026-07-24 18:22:00,2026-07-24 21:51:00,,,scheduled,D21,0,175
TU4363,TS-IOE,Enfidha,Brussels,2026-07-24 20:00:00,2026-07-24 22:26:00,,,scheduled,B14,0,138
TU4364,TS-IMD,Djerba,Lyon,2026-07-24 20:24:00,2026-07-24 21:58:00,,,scheduled,D1,0,85
TU4365,TS-IOD,Djerba,Nice,2026-07-24 21:15:00,2026-07-24 23:17:00,,,scheduled,C4,0,142
TU4366,TS-IMB,Sfax,Amsterdam,2026-07-25 05:46:00,2026-07-25 08:27:00,,,scheduled,D4,0,173
TU4367,TS-IOA,Enfidha,Frankfurt,2026-07-25 07:31:00,2026-07-25 09:51:00,,,scheduled,A23,0,155
TU4368,TS-IMD,Enfidha,Rome,2026-07-25 07:35:00,2026-07-25 09:56:00,,,scheduled,C3,0,90
TU4369,TS-IOC,Enfidha,Amsterdam,2026-07-25 07:52:00,2026-07-25 10:29:00,,,scheduled,A9,0,118
TU4370,TS-IOA,Tunis,Doha,2026-07-25 09:47:00,2026-07-25 14:34:00,,,scheduled,C5,0,67
TU4371,TS-IMB,Monastir,Barcelona,2026-07-25 10:07:00,2026-07-25 12:07:00,,,scheduled,D20,0,147
TU4372,TS-IOC,Monastir,Casablanca,2026-07-25 11:12:00,2026-07-25 14:18:00,,,scheduled,A18,0,172
TU4373,TS-IME,Tunis,Cairo,2026-07-25 12:02:00,2026-07-25 16:13:00,,,scheduled,B18,0,137
TU4374,TS-IMF,Sfax,Lyon,2026-07-25 13:02:00,2026-07-25 14:31:00,,,scheduled,B11,0,83
TU4375,TS-IOC,Monastir,Dubai,2026-07-25 14:04:00,2026-07-25 17:56:00,,,scheduled,D12,0,149
TU4376,TS-IMF,Monastir,Frankfurt,2026-07-25 14:35:00,2026-07-25 16:51:00,,,scheduled,D16,0,164
TU4377,TS-IMB,Sfax,Amsterdam,2026-07-25 15:35:00,2026-07-25 18:06:00,,,scheduled,C3,0,90
TU4378,TS-IME,Tunis,Cairo,2026-07-25 16:06:00,2026-07-25 20:25:00,,,scheduled,D15,0,53
TU4379,TS-IOB,Djerba,Milan,2026-07-25 18:36:00,2026-07-25 19:51:00,,,scheduled,D6,0,134
TU4380,TS-IMD,Djerba,London,2026-07-25 21:20:00,2026-07-26 00:05:00,,,scheduled,D12,0,126
TU4381,TS-IME,Sfax,Amsterdam,2026-07-25 21:31:00,2026-07-25 23:41:00,,,scheduled,D9,0,87
TU4382,TS-IMF,Monastir,Istanbul,2026-07-26 07:40:00,2026-07-26 12:14:00,,,scheduled,D15,0,125
TU4383,TS-IOA,Tunis,Rome,2026-07-26 08:32:00,2026-07-26 10:49:00,,,scheduled,C6,0,74
TU4384,TS-IOB,Monastir,Milan,2026-07-26 11:42:00,2026-07-26 14:08:00,,,scheduled,D17,0,153
TU4385,TS-IMB,Enfidha,Casablanca,2026-07-26 13:05:00,2026-07-26 15:40:00,,,scheduled,D18,0,49
TU4386,TS-IOA,Monastir,Venice,2026-07-26 14:37:00,2026-07-26 15:48:00,,,scheduled,A2,0,110
TU4387,TS-IME,Sfax,Zurich,2026-07-26 17:40:00,2026-07-26 19:14:00,,,scheduled,C19,0,124
TU4388,TS-IMB,Djerba,Marseille,2026-07-26 17:50:00,2026-07-26 19:40:00,,,scheduled,D6,0,38
TU4389,TS-IMD,Djerba,Marseille,2026-07-26 20:13:00,2026-07-26 22:17:00,,,scheduled,B14,0,139
TU4390,TS-IOA,Tunis,Nice,2026-07-26 21:43:00,2026-07-26 23:04:00,,,scheduled,A21,0,153
TU4391,TS-IME,Monastir,Doha,2026-07-26 22:40:00,2026-07-27 02:33:00,,,scheduled,A7,0,127
TU4392,TS-IME,Tunis,Venice,2026-07-27 06:01:00,2026-07-27 08:26:00,,,scheduled,A2,0,72
TU4393,TS-IOD,Djerba,Rome,2026-07-27 06:18:00,2026-07-27 08:35:00,,,scheduled,A24,0,127
TU4394,TS-IOA,Monastir,Nice,2026-07-27 07:14:00,2026-07-27 08:53:00,,,scheduled,C16,0,128
TU4395,TS-IME,Enfidha,Zurich,2026-07-27 07:54:00,2026-07-27 09:04:00,,,scheduled,C3,0,101
TU4396,TS-IME,Djerba,Casablanca,2026-07-27 07:55:00,2026-07-27 11:06:00,,,scheduled,C23,0,143
TU4397,TS-IOB,Djerba,Doha,2026-07-27 08:31:00,2026-07-27 12:55:00,,,scheduled,B13,0,57
TU4398,TS-IOD,Tunis,Milan,2026-07-27 09:43:00,2026-07-27 11:49:00,,,scheduled,C14,0,69
TU4399,TS-IOC,Tunis,Munich,2026-07-27 14:01:00,2026-07-27 17:10:00,,,scheduled,A19,0,144
TU4400,TS-IOD,Djerba,Madrid,2026-07-27 14:06:00,2026-07-27 17:23:00,,,scheduled,D4,0,135
TU4401,TS-IMF,Sfax,Cairo,2026-07-27 17:01:00,2026-07-27 20:14:00,,,scheduled,D13,0,113
TU4402,TS-IOC,Enfidha,Amsterdam,2026-07-27 17:24:00,2026-07-27 20:34:00,,,scheduled,B11,0,133
TU4403,TS-IME,Djerba,Rome,2026-07-27 19:24:00,2026-07-27 20:53:00,,,scheduled,D3,0,137
TU4404,TS-IOD,Djerba,Barcelona,2026-07-28 07:02:00,2026-07-28 10:00:00,,,scheduled,D20,0,92
TU4405,TS-IOB,Monastir,Paris,2026-07-28 09:03:00,2026-07-28 11:24:00,,,scheduled,B13,0,123
TU4406,TS-IOA,Djerba,London,2026-07-28 09:21:00,2026-07-28 11:58:00,,,scheduled,C23,0,97
TU4407,TS-IOC,Tunis,Marseille,2026-07-28 10:27:00,2026-07-28 12:22:00,,,scheduled,B2,0,93
TU4408,TS-IOD,Sfax,Amsterdam,2026-07-28 10:48:00,2026-07-28 13:20:00,,,scheduled,C3,0,108
TU4409,TS-IMD,Sfax,Rome,2026-07-28 17:04:00,2026-07-28 19:02:00,,,scheduled,C1,0,110
TU4410,TS-IOA,Sfax,Rome,2026-07-28 18:48:00,2026-07-28 19:50:00,,,scheduled,D12,0,128
TU4411,TS-IMC,Enfidha,Brussels,2026-07-28 20:54:00,2026-07-28 22:35:00,,,scheduled,C16,0,80
TU4412,TS-IME,Monastir,Munich,2026-07-28 21:25:00,2026-07-28 23:53:00,,,scheduled,D23,0,166
TU4413,TS-IMD,Sfax,Nice,2026-07-28 21:53:00,2026-07-28 23:46:00,,,scheduled,D19,0,61
TU4414,TS-IOA,Djerba,Venice,2026-07-29 10:01:00,2026-07-29 12:14:00,,,scheduled,A19,0,137
TU4415,TS-IMF,Tunis,Cairo,2026-07-29 11:23:00,2026-07-29 15:35:00,,,scheduled,B13,0,130
TU4416,TS-IMF,Enfidha,London,2026-07-29 11:50:00,2026-07-29 14:05:00,,,scheduled,A21,0,147
TU4417,TS-IME,Djerba,Cairo,2026-07-29 12:23:00,2026-07-29 16:35:00,,,scheduled,A5,0,149
TU4418,TS-IMF,Sfax,Tripoli,2026-07-29 13:14:00,2026-07-29 15:29:00,,,scheduled,D9,0,177
TU4419,TS-IMF,Sfax,Abu Dhabi,2026-07-29 13:40:00,2026-07-29 18:10:00,,,scheduled,D19,0,172
TU4420,TS-IOA,Djerba,Nice,2026-07-29 15:05:00,2026-07-29 17:11:00,,,scheduled,A21,0,130
TU4421,TS-IOC,Tunis,Brussels,2026-07-29 15:18:00,2026-07-29 17:44:00,,,scheduled,B17,0,157
TU4422,TS-IMB,Enfidha,Madrid,2026-07-29 16:25:00,2026-07-29 19:12:00,,,scheduled,D16,0,146
TU4423,TS-IOA,Enfidha,Algiers,2026-07-29 16:32:00,2026-07-29 18:28:00,,,scheduled,D11,0,123
TU4424,TS-IMB,Enfidha,London,2026-07-29 18:29:00,2026-07-29 20:37:00,,,scheduled,D16,0,128
TU4425,TS-IMF,Sfax,Frankfurt,2026-07-29 21:06:00,2026-07-29 23:29:00,,,scheduled,C10,0,121
TU4426,TS-IMF,Djerba,London,2026-07-29 21:39:00,2026-07-30 00:32:00,,,scheduled,B14,0,51
TU4427,TS-IMB,Djerba,Venice,2026-07-30 06:39:00,2026-07-30 07:57:00,,,scheduled,C12,0,82
TU4428,TS-IME,Monastir,Lyon,2026-07-30 07:31:00,2026-07-30 08:36:00,,,scheduled,D13,0,137
TU4429,TS-IMD,Enfidha,Istanbul,2026-07-30 07:55:00,2026-07-30 12:06:00,,,scheduled,C9,0,83
TU4430,TS-IOA,Enfidha,Algiers,2026-07-30 11:15:00,2026-07-30 12:31:00,,,scheduled,D5,0,134
TU4431,TS-IOC,Djerba,Nice,2026-07-30 11:22:00,2026-07-30 12:57:00,,,scheduled,D6,0,137
TU4432,TS-IOE,Djerba,Barcelona,2026-07-30 11:28:00,2026-07-30 14:33:00,,,scheduled,C7,0,87
TU4433,TS-IOA,Enfidha,Nice,2026-07-30 13:56:00,2026-07-30 15:48:00,,,scheduled,D14,0,75
TU4434,TS-IOB,Djerba,Casablanca,2026-07-30 14:10:00,2026-07-30 17:08:00,,,scheduled,A18,0,131
TU4435,TS-IMD,Enfidha,Munich,2026-07-30 15:34:00,2026-07-30 18:12:00,,,scheduled,C10,0,146
TU4436,TS-IME,Tunis,Munich,2026-07-30 16:45:00,2026-07-30 20:02:00,,,scheduled,B9,0,95
TU4437,TS-IOE,Enfidha,Frankfurt,2026-07-30 17:38:00,2026-07-30 20:26:00,,,scheduled,C14,0,82
TU4438,TS-IOA,Sfax,Doha,2026-07-30 19:07:00,2026-07-30 22:16:00,,,scheduled,C12,0,161
TU4439,TS-IMB,Sfax,Casablanca,2026-07-30 21:28:00,2026-07-30 23:58:00,,,scheduled,A7,0,147
TU4440,TS-IOD,Djerba,Istanbul,2026-07-30 22:35:00,2026-07-31 02:51:00,,,scheduled,C12,0,144
TU4441,TS-IOC,Enfidha,Marseille,2026-07-31 06:02:00,2026-07-31 07:15:00,,,scheduled,B7,0,125
TU4442,TS-IMB,Djerba,Cairo,2026-07-31 08:33:00,2026-07-31 11:34:00,,,scheduled,D12,0,163
TU4443,TS-IOE,Monastir,Brussels,2026-07-31 09:18:00,2026-07-31 10:55:00,,,scheduled,C4,0,122
TU4444,TS-IMD,Djerba,Casablanca,2026-07-31 10:45:00,2026-07-31 13:56:00,,,scheduled,B18,0,83
TU4445,TS-IMB,Tunis,Munich,2026-07-31 11:30:00,2026-07-31 14:14:00,,,scheduled,B15,0,142
TU4446,TS-IOB,Sfax,London,2026-07-31 13:37:00,2026-07-31 16:32:00,,,scheduled,B5,0,68
TU4447,TS-IOA,Djerba,Frankfurt,2026-07-31 13:48:00,2026-07-31 16:19:00,,,scheduled,B14,0,142
TU4448,TS-IOB,Djerba,Frankfurt,2026-07-31 13:53:00,2026-07-31 16:23:00,,,scheduled,C12,0,75
TU4449,TS-IMB,Tunis,Doha,2026-07-31 14:07:00,2026-07-31 18:01:00,,,scheduled,B20,0,88
TU4450,TS-IME,Tunis,Barcelona,2026-07-31 16:27:00,2026-07-31 19:36:00,,,scheduled,D8,0,116
TU4451,TS-IMF,Sfax,Rome,2026-07-31 17:35:00,2026-07-31 18:48:00,,,scheduled,D14,0,106
TU4452,TS-IOE,Tunis,Nice,2026-07-31 18:27:00,2026-07-31 20:04:00,,,scheduled,C14,0,160
TU4453,TS-IOA,Enfidha,Munich,2026-07-31 21:35:00,2026-08-01 00:30:00,,,scheduled,A11,0,161
TU4454,TS-IOD,Djerba,Barcelona,2026-08-01 06:26:00,2026-08-01 09:36:00,,,scheduled,D24,0,142
TU4455,TS-IMD,Tunis,Cairo,2026-08-01 07:47:00,2026-08-01 10:56:00,,,scheduled,B9,0,134
TU4456,TS-IMB,Tunis,Milan,2026-08-01 07:49:00,2026-08-01 09:55:00,,,scheduled,A8,0,50
TU4457,TS-IME,Tunis,Munich,2026-08-01 08:52:00,2026-08-01 12:14:00,,,scheduled,B6,0,167
TU4458,TS-IMD,Enfidha,Cairo,2026-08-01 10:08:00,2026-08-01 14:39:00,,,scheduled,B20,0,95
TU4459,TS-IMC,Sfax,Abu Dhabi,2026-08-01 10:46:00,2026-08-01 15:38:00,,,scheduled,B22,0,42
TU4460,TS-IOE,Enfidha,Barcelona,2026-08-01 11:04:00,2026-08-01 14:17:00,,,scheduled,A1,0,123
TU4461,TS-IOB,Tunis,Casablanca,2026-08-01 11:42:00,2026-08-01 14:25:00,,,scheduled,C24,0,37
TU4462,TS-IOC,Djerba,Venice,2026-08-01 12:11:00,2026-08-01 13:34:00,,,scheduled,B24,0,170
TU4463,TS-IMC,Enfidha,Munich,2026-08-01 13:10:00,2026-08-01 15:28:00,,,scheduled,B17,0,29
TU4464,TS-IMF,Monastir,London,2026-08-01 13:39:00,2026-08-01 15:39:00,,,scheduled,B4,0,144
TU4465,TS-IME,Djerba,Doha,2026-08-01 13:48:00,2026-08-01 17:34:00,,,scheduled,C24,0,172
TU4466,TS-IOC,Monastir,Abu Dhabi,2026-08-01 14:43:00,2026-08-01 18:43:00,,,scheduled,C13,0,103
TU4467,TS-IMC,Sfax,Rome,2026-08-01 14:54:00,2026-08-01 17:16:00,,,scheduled,B18,0,115
TU4468,TS-IMD,Monastir,Brussels,2026-08-01 15:10:00,2026-08-01 16:12:00,,,scheduled,D2,0,71
TU4469,TS-IOB,Monastir,Barcelona,2026-08-01 17:27:00,2026-08-01 20:43:00,,,scheduled,D2,0,132
TU4470,TS-IMF,Enfidha,Paris,2026-08-01 18:05:00,2026-08-01 19:57:00,,,scheduled,B5,0,90
TU4471,TS-IMF,Enfidha,Istanbul,2026-08-01 20:33:00,2026-08-02 00:03:00,,,scheduled,B13,0,10
TU4472,TS-IOA,Tunis,Venice,2026-08-02 06:19:00,2026-08-02 08:48:00,,,scheduled,B20,0,118
TU4473,TS-IOB,Monastir,Abu Dhabi,2026-08-02 09:05:00,2026-08-02 12:49:00,,,scheduled,C17,0,105
TU4474,TS-IOC,Enfidha,Barcelona,2026-08-02 12:00:00,2026-08-02 15:28:00,,,scheduled,D3,0,131
TU4475,TS-IMF,Djerba,Marseille,2026-08-02 12:15:00,2026-08-02 13:22:00,,,scheduled,B15,0,148
TU4476,TS-IOC,Djerba,Rome,2026-08-02 12:41:00,2026-08-02 13:54:00,,,scheduled,C5,0,135
TU4477,TS-IMD,Monastir,Algiers,2026-08-02 14:13:00,2026-08-02 15:51:00,,,scheduled,B21,0,113
TU4478,TS-IMF,Djerba,Frankfurt,2026-08-02 15:34:00,2026-08-02 18:12:00,,,scheduled,B12,0,160
TU4479,TS-IOE,Sfax,Lyon,2026-08-02 15:53:00,2026-08-02 17:04:00,,,scheduled,C18,0,136
TU4480,TS-IOC,Tunis,Munich,2026-08-02 16:02:00,2026-08-02 18:44:00,,,scheduled,C5,0,129
TU4481,TS-IOB,Tunis,Frankfurt,2026-08-02 17:16:00,2026-08-02 19:52:00,,,scheduled,A18,0,131
TU4482,TS-IOE,Monastir,Algiers,2026-08-02 22:03:00,2026-08-03 00:09:00,,,scheduled,C10,0,106
TU4483,TS-IOE,Sfax,Tripoli,2026-08-03 07:40:00,2026-08-03 09:43:00,,,scheduled,C19,0,103
TU4484,TS-IOE,Tunis,Algiers,2026-08-03 07:55:00,2026-08-03 09:11:00,,,scheduled,C1,0,168
TU4485,TS-IMF,Tunis,Amsterdam,2026-08-03 10:24:00,2026-08-03 12:49:00,,,scheduled,D20,0,109
TU4486,TS-IOB,Monastir,Marseille,2026-08-03 11:46:00,2026-08-03 12:57:00,,,scheduled,C19,0,143
TU4487,TS-IME,Tunis,Cairo,2026-08-03 12:24:00,2026-08-03 16:13:00,,,scheduled,D22,0,106
TU4488,TS-IOE,Monastir,Doha,2026-08-03 13:43:00,2026-08-03 17:47:00,,,scheduled,C3,0,139
TU4489,TS-IOD,Tunis,Tripoli,2026-08-03 15:00:00,2026-08-03 16:22:00,,,scheduled,D19,0,149
TU4490,TS-IOB,Tunis,Madrid,2026-08-03 15:47:00,2026-08-03 17:57:00,,,scheduled,A13,0,155
TU4491,TS-IMD,Monastir,Zurich,2026-08-03 16:46:00,2026-08-03 17:53:00,,,scheduled,A20,0,117
TU4492,TS-IMF,Sfax,Istanbul,2026-08-03 17:45:00,2026-08-03 22:31:00,,,scheduled,B1,0,109
TU4493,TS-IOB,Sfax,Zurich,2026-08-03 18:15:00,2026-08-03 20:01:00,,,scheduled,C14,0,163
TU4494,TS-IME,Tunis,Lyon,2026-08-04 06:13:00,2026-08-04 07:21:00,,,scheduled,D9,0,106
TU4495,TS-IOB,Tunis,Istanbul,2026-08-04 07:15:00,2026-08-04 11:42:00,,,scheduled,C12,0,146
TU4496,TS-IOE,Enfidha,Abu Dhabi,2026-08-04 07:54:00,2026-08-04 12:30:00,,,scheduled,A7,0,73
TU4497,TS-IME,Monastir,Brussels,2026-08-04 08:43:00,2026-08-04 10:50:00,,,scheduled,D20,0,127
TU4498,TS-IOC,Djerba,Milan,2026-08-04 08:58:00,2026-08-04 10:49:00,,,scheduled,B21,0,95
TU4499,TS-IOC,Tunis,Milan,2026-08-04 09:12:00,2026-08-04 10:33:00,,,scheduled,C19,0,156
TU4500,TS-IMF,Tunis,Paris,2026-08-04 10:29:00,2026-08-04 12:23:00,,,scheduled,D6,0,156
TU4501,TS-IOD,Enfidha,Nice,2026-08-04 13:42:00,2026-08-04 15:17:00,,,scheduled,A18,0,92
TU4502,TS-IMB,Tunis,Tripoli,2026-08-04 16:54:00,2026-08-04 17:56:00,,,scheduled,A18,0,128
TU4503,TS-IMC,Tunis,Munich,2026-08-04 18:12:00,2026-08-04 21:08:00,,,scheduled,C20,0,136
TU4504,TS-IOB,Monastir,Nice,2026-08-04 18:32:00,2026-08-04 19:36:00,,,scheduled,C8,0,122
TU4505,TS-IMB,Enfidha,Paris,2026-08-05 06:24:00,2026-08-05 08:31:00,,,scheduled,C6,0,177
TU4506,TS-IOE,Sfax,Algiers,2026-08-05 07:17:00,2026-08-05 09:02:00,,,scheduled,B18,0,153
TU4507,TS-IME,Tunis,Istanbul,2026-08-05 07:51:00,2026-08-05 10:56:00,,,scheduled,D17,0,27
TU4508,TS-IOE,Sfax,Tripoli,2026-08-05 09:58:00,2026-08-05 11:45:00,,,scheduled,C1,0,157
TU4509,TS-IOC,Enfidha,Paris,2026-08-05 10:32:00,2026-08-05 12:38:00,,,scheduled,C6,0,150
TU4510,TS-IMD,Monastir,Nice,2026-08-05 11:11:00,2026-08-05 12:11:00,,,scheduled,B5,0,173
TU4511,TS-IOE,Monastir,Venice,2026-08-05 11:23:00,2026-08-05 13:06:00,,,scheduled,C9,0,119
TU4512,TS-IME,Tunis,Milan,2026-08-05 15:22:00,2026-08-05 17:21:00,,,scheduled,D4,0,82
TU4513,TS-IOA,Djerba,Zurich,2026-08-05 16:15:00,2026-08-05 18:29:00,,,scheduled,A4,0,110
TU4514,TS-IOA,Sfax,Marseille,2026-08-05 16:56:00,2026-08-05 19:14:00,,,scheduled,D8,0,89
TU4515,TS-IOD,Monastir,Tripoli,2026-08-05 18:07:00,2026-08-05 20:21:00,,,scheduled,D3,0,72
TU4516,TS-IOD,Djerba,Paris,2026-08-05 19:07:00,2026-08-05 20:45:00,,,scheduled,C6,0,169
TU4517,TS-IOE,Djerba,Zurich,2026-08-05 20:44:00,2026-08-05 21:47:00,,,scheduled,B8,0,109
TU4518,TS-IME,Enfidha,Amsterdam,2026-08-05 20:53:00,2026-08-06 00:03:00,,,scheduled,B22,0,139
TU4519,TS-IMD,Djerba,Geneva,2026-08-06 06:21:00,2026-08-06 08:19:00,,,scheduled,C3,0,147
TU4520,TS-IOB,Monastir,Algiers,2026-08-06 06:45:00,2026-08-06 08:00:00,,,scheduled,C16,0,140
TU4521,TS-IOA,Djerba,Marseille,2026-08-06 06:59:00,2026-08-06 09:22:00,,,scheduled,A5,0,147
TU4522,TS-IOD,Djerba,Cairo,2026-08-06 11:13:00,2026-08-06 15:24:00,,,scheduled,B3,0,139
TU4523,TS-IOD,Tunis,Milan,2026-08-06 14:35:00,2026-08-06 16:46:00,,,scheduled,D23,0,123
TU4524,TS-IOD,Sfax,Barcelona,2026-08-06 14:48:00,2026-08-06 17:15:00,,,scheduled,B5,0,137
TU4525,TS-IMB,Enfidha,Rome,2026-08-06 15:01:00,2026-08-06 16:54:00,,,scheduled,B24,0,112
TU4526,TS-IME,Monastir,Milan,2026-08-06 17:36:00,2026-08-06 19:32:00,,,scheduled,B22,0,101
TU4527,TS-IME,Tunis,Lyon,2026-08-06 19:41:00,2026-08-06 21:31:00,,,scheduled,C4,0,102
TU4528,TS-IOC,Enfidha,Doha,2026-08-06 19:56:00,2026-08-07 00:15:00,,,scheduled,D15,0,132
TU4529,TS-IMB,Monastir,Lyon,2026-08-06 21:05:00,2026-08-06 22:43:00,,,scheduled,C22,0,80
TU4530,TS-IOD,Monastir,Lyon,2026-08-06 21:17:00,2026-08-06 23:28:00,,,scheduled,B9,0,164
TU4531,TS-IOB,Sfax,Casablanca,2026-08-07 07:26:00,2026-08-07 10:20:00,,,scheduled,B3,0,160
TU4532,TS-IOA,Sfax,Cairo,2026-08-07 07:27:00,2026-08-07 11:16:00,,,scheduled,D8,0,161
TU4533,TS-IMF,Enfidha,Tripoli,2026-08-07 08:08:00,2026-08-07 10:02:00,,,scheduled,C14,0,124
TU4534,TS-IOB,Sfax,Paris,2026-08-07 08:22:00,2026-08-07 10:30:00,,,scheduled,B24,0,108
TU4535,TS-IOC,Sfax,Milan,2026-08-07 13:21:00,2026-08-07 14:30:00,,,scheduled,A3,0,110
TU4536,TS-IOD,Djerba,Dubai,2026-08-07 15:22:00,2026-08-07 20:12:00,,,scheduled,A23,0,64
TU4537,TS-IOD,Tunis,Venice,2026-08-07 16:11:00,2026-08-07 17:52:00,,,scheduled,D13,0,65
TU4538,TS-IOC,Monastir,Frankfurt,2026-08-07 17:50:00,2026-08-07 20:29:00,,,scheduled,B15,0,21
TU4539,TS-IMF,Tunis,Paris,2026-08-07 17:56:00,2026-08-07 19:22:00,,,scheduled,B15,0,137
TU4540,TS-IMB,Tunis,Zurich,2026-08-07 20:14:00,2026-08-07 21:14:00,,,scheduled,A19,0,53
TU4541,TS-IMD,Sfax,Barcelona,2026-08-07 20:44:00,2026-08-07 23:54:00,,,scheduled,D7,0,155
TU4542,TS-IMB,Enfidha,Madrid,2026-08-07 21:30:00,2026-08-08 00:02:00,,,scheduled,A13,0,150
TU4543,TS-IMC,Sfax,Abu Dhabi,2026-08-07 21:45:00,2026-08-08 01:41:00,,,scheduled,B17,0,113
TU4544,TS-IOB,Monastir,Cairo,2026-08-08 06:25:00,2026-08-08 09:38:00,,,scheduled,D24,0,124
TU4545,TS-IMF,Tunis,Nice,2026-08-08 06:38:00,2026-08-08 08:55:00,,,scheduled,A15,0,84
TU4546,TS-IME,Enfidha,Paris,2026-08-08 07:25:00,2026-08-08 09:28:00,,,scheduled,D15,0,84
TU4547,TS-IMD,Djerba,Munich,2026-08-08 08:24:00,2026-08-08 10:39:00,,,scheduled,B3,0,75
TU4548,TS-IOC,Djerba,Rome,2026-08-08 10:06:00,2026-08-08 11:06:00,,,scheduled,C24,0,130
TU4549,TS-IMC,Djerba,Frankfurt,2026-08-08 12:31:00,2026-08-08 14:40:00,,,scheduled,C23,0,134
TU4550,TS-IMB,Tunis,Amsterdam,2026-08-08 13:47:00,2026-08-08 16:35:00,,,scheduled,D22,0,126
TU4551,TS-IME,Djerba,Geneva,2026-08-08 15:29:00,2026-08-08 16:44:00,,,scheduled,D13,0,100
TU4552,TS-IOE,Monastir,Zurich,2026-08-08 17:14:00,2026-08-08 19:22:00,,,scheduled,A18,0,82
TU4553,TS-IOD,Monastir,Casablanca,2026-08-08 17:45:00,2026-08-08 20:25:00,,,scheduled,B15,0,129
TU4554,TS-IOE,Monastir,Marseille,2026-08-08 18:26:00,2026-08-08 20:18:00,,,scheduled,C24,0,85
TU4555,TS-IOB,Sfax,Brussels,2026-08-08 19:36:00,2026-08-08 21:24:00,,,scheduled,C8,0,130
TU4556,TS-IMF,Monastir,Brussels,2026-08-08 21:05:00,2026-08-08 23:32:00,,,scheduled,D17,0,69
TU4557,TS-IMD,Enfidha,Amsterdam,2026-08-08 21:21:00,2026-08-08 23:57:00,,,scheduled,A23,0,137
TU4558,TS-IMD,Enfidha,Abu Dhabi,2026-08-08 22:26:00,2026-08-09 01:52:00,,,scheduled,C7,0,151
TU4559,TS-IOE,Djerba,Madrid,2026-08-08 22:28:00,2026-08-09 01:22:00,,,scheduled,C7,0,116
TU4560,TS-IOC,Enfidha,Nice,2026-08-09 06:28:00,2026-08-09 08:37:00,,,scheduled,D23,0,100
TU4561,TS-IOC,Djerba,Doha,2026-08-09 08:51:00,2026-08-09 11:51:00,,,scheduled,A17,0,148
TU4562,TS-IMD,Sfax,Madrid,2026-08-09 09:36:00,2026-08-09 12:51:00,,,scheduled,C5,0,88
TU4563,TS-IOD,Monastir,Casablanca,2026-08-09 12:04:00,2026-08-09 14:13:00,,,scheduled,D5,0,50
TU4564,TS-IMF,Monastir,Frankfurt,2026-08-09 12:30:00,2026-08-09 14:58:00,,,scheduled,D7,0,85
TU4565,TS-IOD,Djerba,Munich,2026-08-09 17:24:00,2026-08-09 20:11:00,,,scheduled,B4,0,174
TU4566,TS-IOA,Sfax,Venice,2026-08-09 17:39:00,2026-08-09 19:46:00,,,scheduled,D5,0,173
TU4567,TS-IOB,Tunis,Paris,2026-08-09 18:28:00,2026-08-09 20:54:00,,,scheduled,D21,0,159
TU4568,TS-IOC,Enfidha,Amsterdam,2026-08-09 22:22:00,2026-08-10 00:39:00,,,scheduled,C24,0,152
TU4569,TS-IMB,Monastir,Algiers,2026-08-09 22:24:00,2026-08-09 23:51:00,,,scheduled,C2,0,130
